SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,BOBN,BUBN,FLR_NO,CNTRCT_DE,RENT_GBN,RENT_AREA,RENT_GTN,RENT_FEE,BLDG_NM,BUILD_YEAR,HOUSE_GBN_NM
11470,양천구,10100,신정동,1317,0000,5.0,2023-01-31,전세,84.51,40000,0,이펜하우스4단지,2011,아파트
11290,성북구,13200,보문동3가,0230,0000,11.0,2023-01-31,전세,84.41,56000,0,이편한세상보문,2013,아파트
11110,종로구,18700,무악동,0088,0000,15.0,2023-01-31,전세,84.24,60000,0,인왕산2차아이파크,2015,아파트
11500,강서구,10200,등촌동,0562,0005,4.0,2023-01-31,전세,71.01,48500,0,임광,2000,아파트
11350,노원구,10500,상계동,0694,0000,12.0,2023-01-31,전세,122.18,47000,0,임광,1989,아파트
11380,은평구,10700,응암동,0115,0027,3.0,2023-01-31,전세,55.01,28000,0,자선메르시안(115),2002,아파트
11710,송파구,10100,잠실동,0019,0000,9.0,2023-01-31,월세,59.96,64000,80,잠실엘스,2008,아파트
11710,송파구,10100,잠실동,0019,0000,10.0,2023-01-31,전세,84.88,84000,0,잠실엘스,2008,아파트
11500,강서구,10900,방화동,0841,0000,15.0,2023-01-31,전세,59.04,25000,0,장미,1994,아파트
11350,노원구,10400,하계동,0273,0000,2.0,2023-01-31,전세,64.88,24200,0,장미(시영6),1989,아파트
11620,관악구,10100,봉천동,0736,0006,3.0,2023-01-31,전세,63.1,26000,0,장평2타운,2003,연립다세대
11740,강동구,10500,길동,0338,0003,3.0,2023-01-31,월세,54.68,5000,80,재정빌라,2003,연립다세대
11290,성북구,13300,정릉동,1028,0000,2.0,2023-01-31,전세,59.77,33000,0,정릉e-편한세상,2006,아파트
11290,성북구,13300,정릉동,0239,0005,5.0,2023-01-31,월세,32.76,1470,15,정릉풍림아이원(임대),2005,아파트
11650,서초구,10700,반포동,0724,0031,3.0,2023-01-31,월세,46.65,17000,70,정연베스트빌,2003,연립다세대
11215,광진구,10100,중곡동,0639,0006,5.0,2023-01-31,월세,15.93,3000,56,정익제이타워2차,2020,오피스텔
11440,마포구,10100,아현동,0282,0003,7.0,2023-01-31,전세,29.97,30000,0,제스트하우스,2019,연립다세대
11440,마포구,11500,상수동,0345,0003,6.0,2023-01-31,전세,21.06,13100,0,제이캐슬레지던스,2002,오피스텔
11545,금천구,10300,시흥동,0994,0009,17.0,2023-01-31,전세,27.94,19000,0,제이타워,2022,오피스텔
11230,동대문구,10500,답십리동,0497,0009,15.0,2023-01-31,월세,16.2,3000,70,젠트리움,2020,오피스텔
11110,종로구,17500,숭인동,1421,0001,6.0,2023-01-31,월세,19.95,10300,12,종로 동광모닝스카이,2013,오피스텔
11230,동대문구,10900,휘경동,0057,0000,21.0,2023-01-31,전세,84.82,34000,0,주공1,2001,아파트
11590,동작구,10800,대방동,0503,0000,15.0,2023-01-31,전세,51.66,33000,0,주공2,1995,아파트
11230,동대문구,10900,휘경동,0057,0000,3.0,2023-01-31,전세,39.98,25000,0,주공2,2001,아파트
11350,노원구,10600,중계동,0359,0001,3.0,2023-01-31,전세,58.46,30000,0,주공5,1992,아파트
11350,노원구,10600,중계동,0362,0001,2.0,2023-01-31,전세,49.72,19000,0,주공8,1993,아파트
11710,송파구,10100,잠실동,0027,0000,1.0,2023-01-31,전세,76.5,40900,0,주공아파트 5단지,1978,아파트
11710,송파구,10100,잠실동,0027,0000,3.0,2023-01-31,월세,76.5,5000,150,주공아파트 5단지,1978,아파트
11710,송파구,10100,잠실동,0027,0000,14.0,2023-01-31,전세,82.61,38000,0,주공아파트 5단지,1978,아파트
11380,은평구,10500,구산동,0216,0026,4.0,2023-01-31,월세,25.59,2000,50,준그린빌,2004,연립다세대
11140,중구,16500,황학동,0805,0000,11.0,2023-01-31,월세,25.0,1000,55,중앙시티빌,2003,오피스텔
11545,금천구,10200,독산동,1136,0000,3.0,2023-01-31,전세,59.34,26500,0,진도3차아파트,1999,아파트
11320,도봉구,10700,창동,0373,0000,6.0,2023-01-31,전세,49.94,19000,0,창동주공4단지,1991,아파트
11410,서대문구,10600,천연동,0145,0000,2.0,2023-01-31,전세,55.85,39000,0,천연뜨란채,2006,아파트
11530,구로구,11100,천왕동,0279,0002,12.0,2023-01-31,전세,84.97,40000,0,천왕이펜하우스2단지,2011,아파트
11230,동대문구,10200,용두동,0255,0049,7.0,2023-01-31,전세,18.35,17000,0,청계 한양아이클래스,2019,오피스텔
11230,동대문구,10100,신설동,0109,0008,15.0,2023-01-31,전세,18.7,17640,0,청광플러스원청계오피스텔,2020,오피스텔
11350,노원구,10600,중계동,0360,0002,8.0,2023-01-31,월세,84.77,35000,60,청구3,1996,아파트
11545,금천구,10300,시흥동,0937,0025,2.0,2023-01-31,월세,79.32,1000,40,청기와연립B동,1985,연립다세대
11680,강남구,10400,청담동,0070,0016,3.0,2023-01-31,전세,37.19,27300,0,청담동테라스,2018,연립다세대
11530,구로구,10700,개봉동,0312,0043,2.0,2023-01-31,전세,29.95,14000,0,청담힐스빌,2012,연립다세대
11500,강서구,10300,화곡동,0102,0309,5.0,2023-01-31,월세,28.27,2000,65,청송평화하이맨션(102-309),2014,연립다세대
11500,강서구,10300,화곡동,1030,0027,5.0,2023-01-31,월세,26.04,3000,75,청송평화헬스하우스,2022,연립다세대
11230,동대문구,10600,장안동,0316,0013,2.0,2023-01-31,전세,44.76,18000,0,청하빌,2013,연립다세대
11680,강남구,10800,논현동,0188,0012,3.0,2023-01-31,전세,23.1,23000,0,케아하우스(188-12),2019,연립다세대
11560,영등포구,12800,양평동4가,0248,0000,3.0,2023-01-31,전세,17.34,10500,0,코쿤빌,2011,연립다세대
11530,구로구,10200,구로동,0651,0002,12.0,2023-01-31,월세,17.36,7000,35,퀸즈파크 구일,2019,오피스텔
11500,강서구,10300,화곡동,0982,0017,13.0,2023-01-31,월세,42.72,6000,60,크라운뷰,2009,오피스텔
11290,성북구,11200,삼선동2가,0233,0000,5.0,2023-01-31,전세,29.38,26500,0,타임스카이뷰,2019,연립다세대
11500,강서구,10300,화곡동,0786,0009,7.0,2023-01-31,전세,69.51,30000,0,탑건화곡동진선미,2006,아파트
11710,송파구,10600,삼전동,0029,0002,5.0,2023-01-31,월세,14.93,1000,54,태광,2015,연립다세대
11230,동대문구,10600,장안동,0346,0001,12.0,2023-01-31,전세,51.96,34600,0,태솔아파트3차,2018,아파트
11620,관악구,10200,신림동,0409,0340,4.0,2023-01-31,전세,75.46,26000,0,태양쉐르빌B동,2003,연립다세대
11500,강서구,10100,염창동,0270,0001,1.0,2023-01-31,전세,59.97,32900,0,태영,1999,아파트
11260,중랑구,10200,상봉동,0497,0000,16.0,2023-01-31,전세,84.94,45000,0,태영데시앙1,2003,아파트
11440,마포구,12400,연남동,0504,0031,2.0,2023-01-31,전세,74.2,43000,0,테크빌,2002,연립다세대
11200,성동구,10200,하왕십리동,1066,0000,17.0,2023-01-31,전세,59.88,58000,0,텐즈힐(1단지),2015,아파트
11200,성동구,10200,하왕십리동,1066,0000,5.0,2023-01-31,전세,84.96,75000,0,텐즈힐(1단지),2015,아파트
11200,성동구,10200,하왕십리동,1066,0000,8.0,2023-01-31,전세,148.94,130000,0,텐즈힐(1단지),2015,아파트
11710,송파구,10100,잠실동,0035,0000,17.0,2023-01-31,전세,59.88,73500,0,트리지움,2007,아파트
11710,송파구,10100,잠실동,0035,0000,26.0,2023-01-31,전세,84.83,93400,0,트리지움,2007,아파트
11710,송파구,10200,신천동,0017,0000,21.0,2023-01-31,전세,35.24,40790,0,파크리오,2008,아파트
11560,영등포구,13200,신길동,0278,0080,5.0,2023-01-31,전세,29.58,26100,0,페트라하우스,2020,연립다세대
11290,성북구,13900,석관동,0332,0173,3.0,2023-01-31,전세,29.94,22000,0,포근한아트타운,2018,연립다세대
11500,강서구,10300,화곡동,1111,0004,14.0,2023-01-31,월세,17.92,1000,57,포유,2018,오피스텔
11260,중랑구,10300,중화동,0274,0001,3.0,2023-01-31,전세,63.99,12000,0,풍산그린빌라A동,1995,연립다세대
11170,용산구,12200,문배동,0024,0008,17.0,2023-01-31,전세,13.69,16000,0,프라임팰리스,2012,아파트
11350,노원구,10400,하계동,0288,0000,1.0,2023-01-31,전세,84.9,57000,0,하계2현대,1997,아파트
11305,강북구,10300,수유동,0058,0054,6.0,2023-01-31,전세,42.56,16000,0,하늘미소,2018,연립다세대
11470,양천구,10200,목동,0908,0029,12.0,2023-01-31,전세,35.39,14500,0,하이베라스,2003,오피스텔
11710,송파구,10600,삼전동,0038,0012,10.0,2023-01-31,월세,51.2,5000,150,하이파크아파트,2016,아파트
11170,용산구,12900,이촌동,0404,0000,18.0,2023-01-31,전세,59.88,48000,0,한가람,1998,아파트
11170,용산구,12900,이촌동,0404,0000,11.0,2023-01-31,전세,114.96,85000,0,한가람,1998,아파트
11680,강남구,11800,도곡동,0972,0000,11.0,2023-01-31,전세,84.96,115500,0,한라비발디,2016,아파트
11230,동대문구,10500,답십리동,0530,0017,13.0,2023-01-31,월세,22.14,10000,40,한성아펠시티,2019,오피스텔
11650,서초구,10600,잠원동,0056,0003,5.0,2023-01-31,전세,84.52,73500,0,한신,1992,아파트
11290,성북구,10300,돈암동,0609,0001,10.0,2023-01-31,월세,68.13,5000,130,한신,1998,아파트
11350,노원구,10600,중계동,0168,0003,4.0,2023-01-31,월세,65.12,3500,7,한신월드타운(168-3),2011,연립다세대
11560,영등포구,13300,대림동,0897,0001,3.0,2023-01-31,전세,84.93,37000,0,한신휴2차,1999,아파트
11530,구로구,10200,구로동,1280,0000,16.0,2023-01-31,월세,50.17,32000,10,한신휴플러스(1280-0),2007,아파트
11740,강동구,10100,명일동,0054,0000,5.0,2023-01-31,전세,84.92,52500,0,한양,1986,아파트
11740,강동구,10100,명일동,0312,0185,5.0,2023-01-31,전세,33.65,29000,0,한영아르떼,2016,연립다세대
11320,도봉구,10700,창동,0607,0008,3.0,2023-01-31,월세,35.24,3000,95,한원힐트리움_NK,2022,오피스텔
11530,구로구,10200,구로동,1281,0000,4.0,2023-01-31,전세,84.96,39000,0,한일유앤아이,2006,아파트
11290,성북구,10300,돈암동,0609,0001,17.0,2023-01-31,전세,59.58,26000,0,한진(609-1),1998,아파트
11350,노원구,10200,월계동,0018,0000,16.0,2023-01-31,전세,75.81,40000,0,한진한화그랑빌,2002,아파트
11305,강북구,10200,번동,0139,0000,9.0,2023-01-31,전세,84.93,42000,0,해모로아파트,2003,아파트
11200,성동구,10700,행당동,0306,0005,2.0,2023-01-31,전세,61.11,30000,0,행당빌,2011,연립다세대
11200,성동구,10700,행당동,0346,0000,2.0,2023-01-31,월세,114.62,10000,235,행당한진타운,2000,아파트
11200,성동구,10700,행당동,0346,0000,9.0,2023-01-31,전세,114.62,65000,0,행당한진타운,2000,아파트
11650,서초구,10800,서초동,1633,0004,2.0,2023-01-31,전세,20.66,35500,0,헤센파크힐,2018,아파트
11710,송파구,10700,가락동,0913,0000,15.0,2023-01-31,월세,39.1,19700,24,헬리오시티,2018,아파트
11710,송파구,10700,가락동,0913,0000,5.0,2023-01-31,전세,59.96,70000,0,헬리오시티,2018,아파트
11710,송파구,10700,가락동,0913,0000,23.0,2023-01-31,전세,84.95,71600,0,헬리오시티,2018,아파트
11710,송파구,10700,가락동,0913,0000,9.0,2023-01-31,전세,84.98,75000,0,헬리오시티,2018,아파트
11710,송파구,10700,가락동,0913,0000,1.0,2023-01-31,전세,84.98,73000,0,헬리오시티,2018,아파트
11710,송파구,10700,가락동,0913,0000,29.0,2023-01-31,월세,84.98,50000,72,헬리오시티,2018,아파트
11710,송파구,10700,가락동,0913,0000,11.0,2023-01-31,전세,84.99,66150,0,헬리오시티,2018,아파트
11710,송파구,10700,가락동,0913,0000,11.0,2023-01-31,월세,84.99,30000,245,헬리오시티,2018,아파트
11710,송파구,10700,가락동,0913,0000,12.0,2023-01-31,전세,99.6,120000,0,헬리오시티,2018,아파트
11500,강서구,10900,방화동,0793,0000,8.0,2023-01-31,전세,84.99,31000,0,현대,1993,아파트
11740,강동구,10100,명일동,0251,0001,5.0,2023-01-31,전세,57.09,30000,0,현대(명일),1988,아파트
11560,영등포구,12400,문래동6가,0046,0000,4.0,2023-01-31,전세,64.38,39900,0,현대1차,1986,아파트
11680,강남구,10300,개포동,0653,0000,3.0,2023-01-31,월세,177.19,100000,80,현대1차101동~106동,1984,아파트
11380,은평구,10200,녹번동,0152,0039,4.0,2023-01-31,전세,37.02,22600,0,현대아트빌(152-39),2013,연립다세대
11680,강남구,10400,청담동,0023,0000,7.0,2023-01-31,전세,84.78,70000,0,현대아파트,1988,아파트
11560,영등포구,10300,영등포동2가,0028,0138,11.0,2023-01-31,전세,39.53,29768,0,현대팰리스,2016,아파트
11440,마포구,10400,도화동,0353,0000,17.0,2023-01-31,전세,84.95,55000,0,현대홈타운,2000,아파트
11740,강동구,10700,암사동,0400,0000,21.0,2023-01-31,전세,59.97,38000,0,현대홈타운,2004,아파트
11680,강남구,10500,삼성동,0050,0000,16.0,2023-01-31,전세,84.44,120000,0,현대힐스테이트2단지,2008,아파트
11500,강서구,10100,염창동,0252,0000,10.0,2023-01-31,전세,18.96,25000,0,현진파크뷰,2019,연립다세대
11290,성북구,13800,장위동,0246,0109,5.0,2023-01-31,월세,56.36,8000,60,현창케트빌,2004,연립다세대
11710,송파구,11200,오금동,0054,0001,8.0,2023-01-31,전세,80.66,34000,0,혜성공원(101동),1992,아파트
11170,용산구,12400,한강로1가,0166,0006,3.0,2023-01-31,전세,57.04,27000,0,혜전약국,2001,연립다세대
11680,강남구,10100,역삼동,0778,0024,4.0,2023-01-31,월세,26.66,9000,87,호야하우스역삼,2017,연립다세대
11680,강남구,10100,역삼동,0778,0024,4.0,2023-01-31,월세,26.66,9000,87,호야하우스역삼,2017,연립다세대
11230,동대문구,10700,청량리동,0212,0000,1.0,2023-01-31,전세,84.91,42500,0,홍릉동부,2001,아파트
11410,서대문구,11800,홍은동,0190,0007,3.0,2023-01-31,전세,47.31,11000,0,홍은리츠빌,2002,연립다세대
11350,노원구,10300,공릉동,0746,0000,5.0,2023-01-31,월세,59.84,12000,50,화랑해링턴플레이스아파트,1999,아파트
11230,동대문구,10900,휘경동,0052,0000,1.0,2023-01-31,월세,84.99,8000,72,휘경베스트빌현대,2000,아파트
11230,동대문구,10900,휘경동,0192,0001,3.0,2023-01-31,월세,17.62,9200,35,휘경제이스카이시티,2021,아파트
11440,마포구,12300,망원동,0509,0000,4.0,2023-01-31,월세,59.96,30000,50,휴먼빌,2004,아파트
11710,송파구,11300,거여동,0000,0000,5.0,2023-01-31,전세,24.15,15750,0,휴먼빌 시티,2020,오피스텔
11740,강동구,10700,암사동,0675,0000,21.0,2023-01-31,전세,85.0,65000,0,힐스테이트 강동 리버뷰,2019,아파트
11500,강서구,10500,마곡동,0773,0000,11.0,2023-01-31,전세,19.87,16000,0,힐스테이트 에코 마곡역,2017,오피스텔
11380,은평구,10200,녹번동,0282,0000,10.0,2023-01-31,월세,39.01,8320,32,힐스테이트녹번,2019,아파트
11500,강서구,10500,마곡동,0760,0001,6.0,2023-01-31,전세,20.84,16000,0,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,2017,오피스텔
11500,강서구,10500,마곡동,0797,0014,13.0,2023-01-31,전세,24.09,18300,0,힐스테이트에코마곡,2016,오피스텔
11710,송파구,10800,문정동,0639,0005,5.0,2023-01-31,월세,21.06,1000,76,힐스테이트에코송파,2017,오피스텔
11410,서대문구,11800,홍은동,0338,0005,8.0,2023-01-31,월세,59.84,18000,98,힐스테이트홍은포레스트,2022,아파트
11410,서대문구,11800,홍은동,0338,0005,4.0,2023-01-31,전세,72.79,41000,0,힐스테이트홍은포레스트,2022,아파트
